Nombre,PadreID,PadreText,Rama,Carácter,Nivel,Orden,Suborden,Ministerio,Tipo de Documento,Número de Documento,Sigla,Teléfono 1,Teléfono 2,Teléfono 3,Fax,Sitio Web,Dirección,Departamento,Municipio,Representante Legal,Latitud,Longitud,Descripcion,imagen,
Alcaldía Municipal de El Dovio en Valle Del Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,76250,,5758755525,,,5752229128,http://www.eldovio-valle.gov.co,Carrera 7 # 6 - 52,VALLE DEL CAUCA,EL DOVIO,,4.51314,-76.238333,"La alcaldia municipal busca Impulsar el desarrollo armónico del territorio enmarcado en las demandas del progreso basado en la competitividad y la agregación de valor a los productos por medio de la transformación   %3B    garantizando la provisión de bienes y servicios de consumo colectivo esenciales para una vida digna   %3B    posibilitando el desarrollo de sus habitantes a escala humana, social y cultural   %3B    y promoviendo espacios de participación, solidaridad, honestidad, transparencia y respeto por las diferencias, en el ámbito de los principios, derechos y deberes ciudadanos para el logro de la paz.",http://eldovio-valle.gov.co/apc-aa-files/35373835383663376139396533363838/escudo_dovio.jpg,
Alcaldía Municipal de Espinal en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73268,,5.73138E+11,,,5782390314,http://www.elespinal-tolima.gov.co,Carrera 6 # 8 - 07,TOLIMA,ESPINAL,,6.483033,-72.496105,"La alcaldia municipal busca Fortalecer nuestra ciudad en valores democaticos, culturales y participativos, para mojorar nuestras condiciones de vida, pretendiendo unidad en torno al interés común, permitiendonos un desarrollo humano integral, con énfasis en el desarrollo social, économico, la promoción y protección al medio ambiente, la conivencia pacifica, en ejercicio de una administración ágil, eficiente y transparente, con una comunidad organizada y coparticipe del desarollo regional dentro del marco del concepto y ejercicio del BUEN GOBIERNO Y SOLIDARIDAD.",http://elespinal-tolima.gov.co/apc-aa-files/30396562383438643464346161623731/logo-alcaldia.png,
Alcaldía Municipal de El Espino en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15248,,5728272815,,,5787884302,http://www.elespino-boyaca.gov.co,Cra 5 # 5 - 57,BOYACÁ,EL ESPINO,Armando Tarazona Gallo,6.246154,-73.496446,"La alcaldia municipal busca encausar al municipio de El Espino – Boyacá, en un camino de crecimiento y desarrollo sostenible buscando   %3B    promover la generación de riqueza, reducir el desempleo, disminuir la pobreza, racionalizar los recursos, el lema principal es la concertación de los proyectos a ejecutar con la comunidad, con amplia participación comunitaria y con la adecuada protección del medio ambiente.",http://elespino-boyaca.gov.co/apc-aa-files/64373934313539303634626230373064/escudiyo.png,
Alcaldía Municipal de El Guacamayo en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68245,,5787863094,,,,http://www.elguacamayo-santander.gov.co,Calle 5 # 5 - 62,SANTANDER,EL GUACAMAYO,,4.031673,-74.970535,"La alcaldia municipal buscaFortalecer nuestra ciudad, en valores democráticos, culturales y participativos, para mejorar nuestras condiciones de vida, pretendiendo unidad en torno al interés común, permitiéndonos un desarrollo humano integral, con énfasis en el desarrollo social, económico, la promoción y protección al medio ambiente, la convivencia pacífica, en ejercicio de una administración ágil, eficiente y transparente, con una comunidad organizada y coparticipe del desarrollo regional, dentro del marco del concepto y ejercicio del BUEN GOBIERNO y SOLIDARIDAD.",http://elguacamayo-santander.gov.co/apc-aa-files/62356133353536353531636266346333/logo-alcaldia2.png,
Alcaldía Municipal de El Guamo en Bolívar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,13248,,5787404283,,,5756395111,http://www.elguamo-bolivar.gov.co,"Calle Santander, Plaza Principal, # 20A",BOLÍVAR,EL GUAMO,,4.200678,-76.733652,"La Administración Municipal es una entidad del orden territorial que propende por el desarrollo armónico del Municipio y el mejoramiento continuo del nivel de vida sus habitantes, con la prestación eficiente de los servicios a su cargo, conservación del orden público en el Municipio, dirigiendo la acción administrativa local a través del cumplimiento de la Constitución, las leyes y demás normas legales con manejo eficiente y racional de los recursos económicos y con recursos humanos que trabajen en equipo con transparencia y celeridad, generando liderazgo a nivel local",http://elguamo-bolivar.gov.co/apc-aa-files/37646336633131663362393739313730/escudoguamero1_4.jpg,
Alcaldía Municipal de Guamo en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73319,,5728206910,5728206914,,5782271461,http://www.elguamo-tolima.gov.co,Carrera 11 Entre Calles 10 y 11,TOLIMA,GUAMO,,10.65251,-72.925301,"Nuestra alcaldia busca Desarrollar una Administración Pública Democrática dinámica y participativa, basada en la solución real de los problemas, que incida en el mejoramiento de la calidad de vida de nuestros habitantes, para satisfacer sus necesidades básicas insatisfechas, aprovechando el potencial humano, los recursos naturales, la economía agrícola, y la diversidad ecológica, para generar capital social.",http://elguamo-tolima.gov.co/apc-aa-files/32306365616330313935363265313737/Escudos_Alcaldia_Animado.gif,
Alcaldía Municipal de Elías en Huila,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,41244,,5748490042,,,5788305596,http://www.elias-huila.gov.co,Calle 2 # 4-28,HUILA,ELÍAS,Billi Alexander Vargas,9.661172,-73.745874,"Nuestro gobierno es el de la gente, de todos y para todos   %3B    con el esfuerzo mancomunado de los y las Elienses, orientado hacia un mismo fin   %3B    para permitirnos el cumplimiento de los propósitos trazados, bajo los principios rectores de nuestro programa de gobierno y las leyes colombianas, en procura de alcanzar las apuestas regionales de productividad y competitividad, traducidos en el Plan de Desarrollo municipal: “EL TIEMPO DE LA GENTE”, y así contribuir al cierre de brechas de la nación desde las etapas tempranas de vida del nuestros coterráneos y por ende en la construcción de un país moderno y en Paz",http://elias-huila.gov.co/apc-aa-files/39363038366563643136383038623061/ESCUDETO_ELIAS_DE_LA_WEB_1.jpg,
Alcaldía Municipal de Jardín en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5364,,5786550927,,,5748456888,http://www.eljardin-antioquia.gov.co,Carrera 3 # 10 - 10,ANTIOQUIA,JARDÍN,,1.571171,-75.326697,"La Administración Municipal con una gestión pública eficiente, comprometida con las necesidades básicas de la población, un equipo con sentido de pertenencia y la participación ciudadana, trabajará integralmente para hacer de Jardín un municipio con más crecimiento, respetuoso de los derechos, mejores capacidades y oportunidades para la población, el territorio y sus recursos, creando un entorno propicio para el desarrollo de los individuos y las colectividades.",http://eljardin-antioquia.gov.co/apc-aa-files/33303039656130653534616339383565/escudo-jardin.jpg,
Alcaldía Municipal de El Molino en La Guajira,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,44110,,5.73182E+11,,,5757788020,http://www.elmolino-laguajira.gov.co,Carrera 2 # 5-72,LA GUAJIRA,EL MOLINO,,1.45348,-77.439719,"La Alcaldía del municipio de El Molino - La Guajira, aplicando elementos de alta gerencia, pretende convertir su funcionamiento administrativo, en procesos transparentes, confiables, eficaces y efectivos que satisfagan los requerimientos de los ciudadanos, motivando con ello la participación comunitaria en la gestión local, mejorando sus condiciones de vida.",http://elmolino-laguajira.gov.co/apc-aa-files/35383566666233396565383132356135/ESCUDO_1.jpg,
Alcaldía Municipal de El Paso en Cesar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,20250,,5786755009,,,5755530153,http://www.elpaso-cesar.gov.co,Calle 3 # 3 - 52,CESAR,EL PASO,,8.990023,-73.951095,"Nuestra alcaldia busca Proveer a la ciudadania un desarroollo integral mediante la ejecucuión de planes y programas, buscando el crecimiento de su economia y el progreso social y cultural del Municipio.",http://elpaso-cesar.gov.co/apc-aa-files/31323337646336613630373734386438/ESCUDO.jpg,
Alcaldía Municipal de El Paujil en Caquetá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,18256,,5787726330,,,5784314090,http://www.elpaujil-caqueta.gov.co,Carrera 5 Calle 5 Esquina,CAQUETÁ,EL PAUJIL,,5.248625,-74.2898,,http://elpaujil-caqueta.gov.co/apc-aa-files/62613863363730386232613439303736/escudo.png,
Alcaldía Municipal de Peñol en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5541,,5746708044,,,5748515855,http://www.elpenol-antioquia.gov.co,Carrera 18 # 02 - 91,ANTIOQUIA,PEÑOL,,6.056103,-73.815207,"Al municipio como entidad fundamental de la división político-Administrativa del estado le corresponde prestar los servicios públicos que determine la ley, construir obras que demande el progreso local, ordenar el desarrollo de su territorio, promover la participación comunitaria, el mejoramiento social y cultural de sus habitantes y cumplir las demás funciones que le asignen la Constitución y las leyes",http://elpenol-antioquia.gov.co/apc-aa-files/30393835323439306265616663653130/alcaldia-el-peol.jpg,
Alcaldía Municipal de El Peñol en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52254,,5777261507,,,5727265423,http://www.elpenol-narino.gov.co,Parque Principal,NARIÑO,EL PEÑOL,,10.403446,-74.825727,"La alcaldia municipal busca Promover el desarrollo humano integral sostenible y mejorar calidad de vida de los peñolenses, mediante la ejecución de programas y proyectos que articulen los procesos económicos, sociales, culturales, políticos y ambientales, en una visión de largo plazo y con la corresponsabilidad territorial entre los actores públicos, privados y comunitarios, favoreciendo la convivencia pacífica, la garantía de derechos de los niños y niñas, la sostenibilidad ambiental, la transparencia, la eficiencia en la gestión pública y la cultura y participación ciudadana.",http://elpenol-narino.gov.co/apc-aa-files/34666239346237373932303865363166/logo-peol_2.jpg,
Alcaldía Municipal de El Peñón en Bolívar,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,13268,,5752213030,,,,http://www.elpenon-bolivar.gov.co,Calle 5 # 11 - 28,BOLÍVAR,EL PEÑÓN,,7.467512,-73.200327,"Queremos un Municipio próspero, en donde lo habitantes tengan sentido de pertenencia y se sientan comprometidos con el desarrollo de nuestro territorio, con inclusión social y generación de oportunidades para todos. Gestionaremos para que las obras lleguen y fortaleceremos la administración para brindar a la comunidad el mejor servicio, teniendo siempre presente la responsabilidad y la transparencia",http://elpenon-bolivar.gov.co/apc-aa-files/65393436303333363232613631343830/rediseado_1.jpg,
Alcaldía Municipal de El Peñón en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25258,,5748401264,5748402096,,,http://www.elpenon-cundinamarca.gov.co,Calle 4 # 2 - 19,CUNDINAMARCA,EL PEÑÓN,,10.611793,-74.269383,"El Peñón será dirigido a través de un modelo de alta gerencia con calidad humana y con la participación de la comunidad, sirviendo con efectividad bajo los principios constitucionales y legales, prevalencia del individuo y con responsabilidad social, que posibiliten mejorar el nivel de vida de sus habitantes, por medio de proyectos, planes y programas creativos de trabajo que auguren bienestar a la población Peñonera",http://elpenon-cundinamarca.gov.co/apc-aa-files/37663466303864633464386234376136/escudopequeno_2.jpg,
Alcaldía Municipal de El Peñón en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68250,,5787820118,,,,http://www.elpenon-santander.gov.co,Palacio Municipal,SANTANDER,EL PEÑÓN,Bercely Quiroga Vargas,4.290017,-74.814381,,http://elpenon-santander.gov.co/apc-aa-files/36313262343037333837396565373535/escudo-el-peon.jpg,
Alcaldía Municipal de El Piñon en Magdalena,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,47258,,5752521198,,,5758781262,http://www.elpinon-magdalena.gov.co,Calle 15 # 1-30,MAGDALENA,EL PIÑON,,2.331899,-72.628127,"La administración municipal tiene como misión la responsabilidad de garantizar a la comunidad de este municipio los derechos, la prestación de los servicios y productos que satisfagan sus necesidades, para tener un desarrollo socio-económico, que mejores su calidad de vida y por consiguiente los ubique en un nivel más alto reflejando un mejoramiento social y cultural, además de gestionar proyectos en pro del desarrollo municipal y departamental.",http://elpinon-magdalena.gov.co/apc-aa-files/65656134633363623637666433343562/escudo-pin.jpg,
Alcaldía Municipal de Pital en Huila,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,41548,,5786388014,,,5788327050,http://www.elpital-huila.gov.co,Calle 6 # 10 - 15 Esquina,HUILA,PITAL,,9.10192,-75.19554,"EL Pital es un Municipio comprometido con el desarrollo de una Administración transparente y eficiente, que planea y gestiona para mejorar el desarrollo social y económico sostenible, indagando persistentemente en la eficiencia, la eficacia en la prestación de servicios con calidad, con el propósito de mejorar continuamente la calidad de vida y progreso de la población Pitalense.",http://elpital-huila.gov.co/apc-aa-files/64356431393864376338663632613638/escudo_peq_2.png,
Alcaldía Municipal de El Playón en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68255,,5786524207,,,5776292064,http://www.elplayon-santander.gov.co,Carrera 5 # 12 - 41,SANTANDER,EL PLAYÓN,Edgar de Jesús Sanguino,4.851897,-74.26045,"Nuestra alcaldia busca Contribuir al desarrollo integral y sostenible de la población del municipio El Playon, a través del fortalecimiento de los espacios de participación que promuevan la autogestión en la implementación de programas y proyectos que satisfagan las necesidades básicas, el mejoramiento social y cultural, la planificación integral del territorio y el aprovechamiento adecuado de los recursos naturales.",http://elplayon-santander.gov.co/apc-aa-files/35653734393639643465353937343764/escudo.jpg,
Alcaldía Municipal de El Retén en Magdalena,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,47268,,5787256960,,,,http://www.elreten-magdalena.gov.co,Carrera 6 Calle 6 esquina,MAGDALENA,EL RETÉN,,1.744388,-77.334786,"La alcaldía municipal busca fortalecer nuestro municipio, en valores democráticos, culturales y participativos, para mejorar nuestras condiciones de vida, pretendiendo unidad en torno al interés común, permitiéndonos un desarrollo humano integral, con énfasis en el desarrollo social, económico, la promoción y protección al medio ambiente, la convivencia pacífica, en ejercicio de una administración ágil, eficiente y transparente, con una comunidad organizada y coparticipe del desarrollo regional, dentro del marco del concepto y ejercicio de un BUEN GOBIERNO PARA EL PROGRESO y PARTICIPACION CIUDADANA",http://elreten-magdalena.gov.co/apc-aa-files/65643364343163326134373937376134/escudo-de-el-reten_3.jpg,
Alcaldía Municipal de Retiro en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5607,,5.73209E+11,,,5744025450,http://www.elretiro-antioquia.gov.co,Calle 20 # 20 - 40,ANTIOQUIA,RETIRO,Carlos Mario Salazar,6.139195,-75.265796,,http://elretiro-antioquia.gov.co/apc-aa-files/495052435f5052454445465f30303036/escudo-el-retiro.jpg,
Alcaldía Municipal de El Retorno en Guaviare,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,95025,,5748435127,5748435180,,5785840771,http://www.elretorno-guaviare.gov.co,Calle 13 # 7 - 13,GUAVIARE,EL RETORNO,,1.427439,-77.097132,"La alcaldia municipal busca Desarrollar políticas, Procesos y Dinámicas encaminados a mejorar el bienestar social, ambiental de los habitantes del retorno, incorporando buenas prácticas de gobierno para el fomento integral y participativo con la comunidad, con una administración comprometida y la permanente disposición para rendir cuentas con honestidad y transparencia recuperando la confianza de la población retórnense.",http://elretorno-guaviare.gov.co/apc-aa-files/30393163396566326134396564316435/elretorno.gif,
Alcaldía Municipal de El Roble en Sucre,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,70233,,5784314080,,,,http://www.elroble-sucre.gov.co,Calle 6 Carrera 6 - 9,SUCRE,EL ROBLE,,2.449567,-76.807371,"Nuestra alcaldia busca Fortalecer nuestro Municipio, en valores democráticos, culturales y participativos, para mejorar nuestras condiciones de vida, pretendiendo unidad en torno al interés común, permitiéndonos un desarrollo humano integral, con énfasis en el desarrollo social, económico, la promoción y protección al medio ambiente, la convivencia pacífica, en ejercicio de una administración ágil, eficiente y transparente, con una comunidad organizada y con participe del desarrollo regional, dentro del marco del concepto y ejercicio del BUEN GOBIERNO y SOLIDARIDAD.",http://elroble-sucre.gov.co/apc-aa-files/35306661623662363535363830373830/picasion.com_edadb908d7b78949470f7f507a3e9df7.gif,
Alcaldía Municipal de El Rosal en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25260,,5747799752,5747799692,5747770212,5718240011,http://www.elrosal-cundinamarca.gov.co,Carrera 6 # 7 - 40,CUNDINAMARCA,EL ROSAL,,1.409981,-77.394637,"Nuestra alcaldia busca Estructurar el municipio como un territorio de enlace y articulación regional y nacional en todos sus aspectos, que fortalezca la paridad de competencias por medio de oportunidades para el desarrollo socio-económico territorial, bajo una infraestructura que respete el medio ambiente y los recursos naturales atendiendo al cambio climático como base de un modelo sostenible, garantizando una vida más digna a toda la población Rosaluna con seguridad y compromiso social, bajo un enfoque de derechos que consolide a la sociedad por y para la paz de su territorio.",http://elrosal-cundinamarca.gov.co/apc-aa-files/35316563653237616364323735646364/escudo-4_3.jpg,
Alcaldía Municipal de El Rosario en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52256,,5752857451,,,5727265459,http://www.elrosario-narino.gov.co,Palacio Municipal,NARIÑO,EL ROSARIO,,8.57451,-73.09339,"Nuestra alcaldia busca Lograr bienestar y alta calidad de vida de la población Rosareña a través de la política de calidad y el mejoramiento continuo, con compromiso, y idoneidad, ética e integridad de los servidores públicos que conforman su estructura orgánica, con trasparencia y calidad en los proceso y en el manejo de los recursos económicos, físicos y naturales, incrementando el desarrollo local.",http://elrosario-narino.gov.co/apc-aa-files/35356637396335303064616539663139/logotipo-cuadrado.jpg,
Alcaldía Municipal de El Santuario en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5697,,5755697214,,,5745460080,http://www.elsantuario-antioquia.gov.co,Calle 50 # 49 - 71,ANTIOQUIA,EL SANTUARIO,,7.93672,-72.60537,"La Administración Municipal de El Santuario, tiene como misión cumplir y hacer cumplir la constitución y las leyes que le rigen, ser el eje articulador de la gestión pública ante los organismos del estado, la Región, el Departamento y la Nación, entidades privadas promotoras del desarrollo, las comunidades y personas naturales que habitan el territorio de su jurisdicción Político – Administrativa, bajo los principios de igualdad, equidad, respeto, tolerancia, lealtad, servicio, calidad humana, solidaridad, desarrollo económico y social",http://elsantuario-antioquia.gov.co/apc-aa-files/32393731333765343435346137373664/Escudo_El_Santuario.jpg,
Alcaldía Municipal de El Tablón de Gómez en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52258,,5.78313E+12,,,5727264800,http://www.eltablondeGómez-narino.gov.co,Carrera 4 # 3a -41,NARIÑO,EL TABLÓN DE GÓMEZ,Enar Gerardo Ordoñez,2.013694,-75.937589,,,
Alcaldía Municipal de El Tambo en Cauca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,19256,,5782478180,,,5727450135,http://www.eltambo-narino.gov.co,Calle 3 # 10-29,CAUCA,EL TAMBO,Carlos Alberto Vela,6.138789,-73.098426,"El municipio es la entidad territorial fundamental de la división político administrativa del Estado, con autonomía política, fiscal y administrativa dentro de los límites que lo señalen la Constitución y la ley y cuya finalidad es el bienestar general y el mejoramiento de la calidad de vida de la población en su respectivo territorio.",http://eltambo-narino.gov.co/apc-aa-files/36353136313839323331363564363163/tarjeta-alcalde-02.jpg,
Alcaldía Municipal de El Tambo en Nariño,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,52260,,5756876017,,,5727450135,http://www.eltambo-narino.gov.co,Calle 3 # 10 - 29,NARIÑO,EL TAMBO,,6.668337,-72.699675,"el Municipio de El Tambo debe planificar el desarrollo económico, social y ambiental actuando de forma coordinada   %3B    solucionar las necesidades en cuanto a salud, educación, saneamiento ambiental, agua potable, servicios domiciliarios, vivienda, recreación y deporte, con énfasis en la población más vulnerable, los niños, mujeres, adultos mayores   %3B    con el objeto de contribuir a la reducción de la pobreza y aumentar la calidad de vida de los habitantes.",http://eltambo-narino.gov.co/apc-aa-files/36353136313839323331363564363163/tarjeta-alcalde-02.jpg,
Alcaldía Municipal de El Tarra en Norte de Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,54250,,5728261024,,,5775113100,http://www.eltarra-nortedesantander.gov.co,Calle 14 # 6-45,NORTE DE SANTANDER,EL TARRA,,6.567175,-75.516706,"Nuestra alcaldia busca Orientar las acciones de las diferentes áreas de gestión hacia la función social, como fin último de todo el accionar del estado   %3B    el accionar de la alcaldía de El Tarra articula sus funciones principales con el liderazgo de los dirigentes y el valor a la base fundamental del estado: el pueblo.",http://eltarra-nortedesantander.gov.co/apc-aa-files/61333239323033373236393839343365/escudo_el_tarra_1.jpg,
Alcaldía Municipal de El Zulia en Norte de Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,54261,,5777279240,,,5775789444,http://www.elzulia-nortedesantander.gov.co,Avenida 1 Calle 9 Esquina,NORTE DE SANTANDER,EL ZULIA,,6.171992,-75.586721,"Nuestra alcaldia busca Satisfacer las necesidades de las empresas clientes y usuarios públicos y privados, prestando el mejor servicio a quienes lo requieran, con el fin de lograr el fortalecimiento y liderazgo a nivel departamental, comprometidos con el bienestar social de todos los habitantes y proveyendo la infraestructura física y tecnológica que demanden sus actividades.",http://elzulia-nortedesantander.gov.co/apc-aa-files/495052435f5052454445465f30303036/escudo-del-municipio-de-el-zulia-2012-marco-garavito_1.jpg,
Alcaldía Municipal de Encino en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68264,,5778899154,,,5777248232,http://www.encino-santander.gov.co,Calle 5 # 3 - 22,SANTANDER,ENCINO,,4.151154,-74.883454,"El Municipio de Encino es una entidad pública comprometida con el buen uso de sus recursos, aplicando los principios del buen gobierno para garantizar el mejoramiento la calidad de vida de sus habitantes, el desarrollo integral de su talento humano, su modernización administrativa, la participación ciudadana, el aprovechamiento de su ubicación geográfica y la integración regional.",http://encino-santander.gov.co/apc-aa-files/65323031623833626334636263643164/escudo-encino_4_1.jpg,
Alcaldía Municipal de Enciso en Santander,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,68266,,5728180872,,,5776633011,http://www.enciso-santander.gov.co,Carrera 4 # 4 - 43,SANTANDER,ENCISO,,4.810125,-74.35394,,http://enciso-santander.gov.co/apc-aa-files/35376261396461323331373336353334/ESCUDO.JPG,
Alcaldía Municipal de Entrerrios en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5264,,5718451055,,,5748670305,http://www.entrerrios-antioquia.gov.co,Calle 10 # 11A - 28,ANTIOQUIA,ENTRERRIOS,,5.12383,-74.951769,,http://entrerrios-antioquia.gov.co/apc-aa-files/34383537346237383231363861646435/escudo-01.png,
Alcaldía Municipal de Envigado en Antioquia,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,5266,,5787297009,,,5743394192,http://www.envigado.gov.co,Carrera 43 # 38 - 35 Sur,ANTIOQUIA,ENVIGADO,,5.296854,-75.562031,"Nuestra misión es la promoción del desarrollo integral, la sostenibilidad y la competitividad del municipio, con el ánimo de contribuir al mejoramiento de la calidad de vida de la comunidad, promocionando la generación de competencias en todos los individuos para que accedan a los beneficios de desarrollo y participen en su planeación y ejecución, mediante el óptimo uso de los recursos, un talento humano altamente calificado y la excelencia en la prestación de servicios.",http://www.envigado.gov.co/SiteAssets/Logo-Envigado.png,
Alcaldía Municipal de Facatativá en Cundinamarca,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,25269,,5775113155,,,5718424822,http://www.facatativa-cundinamarca.gov.co,Carrera 3 # 5 - 68,CUNDINAMARCA,FACATATIVÁ,,4.674923,-75.65856,"Asumimos el compromiso misional de liderar un proceso de administración colectivo, incluyente y gerencial, poniendo en marcha políticas públicas eficientes que aseguren la democracia participativa y propicien las condiciones adecuadas para el desarrollo integral de la población.",http://facatativa-cundinamarca.gov.co/apc-aa-files/36366464623862666237323332613535/escudo-facatativa.jpg,
Alcaldía Municipal de Falan en Tolima,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,73270,,5787815003,,,5782528282,http://www.falan-tolima.gov.co,Calle 6 # 3 - 98,TOLIMA,FALAN,,5.668816,-72.993383,"La Administración de la Alcaldía de Falan tiene la tarea de planificar, gestionar, administrar y ejecutar en forma ágil y transparente los recursos públicos municipales, así como los que reciba de los Gobiernos Nacional y Departamental e instancias internacionales, con el firme propósito de propender por el mejoramiento de la calidad de vida de todos sus habitantes, para contribuir con este propósito la comunidad Falanense coadyuvara en unir esfuerzos para lograr la productividad y la competitividad que trace el camino hacia el mejoramiento permanente de su territorio.",http://falan-tolima.gov.co/apc-aa-files/34333733663339326537383065646366/escudo_imagen_original-ii.png,
Alcaldía Municipal de Filadelfia en Caldas,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,17272,,5.73145E+11,,,5768580610,http://www.filadelfia-caldas.gov.co,Carrera 6 con Calle 6,CALDAS,FILADELFIA,,1.615193,-75.613762,"El Municipio de Filadelfia busca a través del servicio a la comunidad asegurar el cumplimiento de los derechos y deberes de sus habitantes, así como el bienestar y la prosperidad de la colectividad, brindando cambios en el ejercicio de lo público, mejores oportunidades, motivando a los pobladores a construir un Municipio próspero, agradable y de recuperación de la confiabilidad hacia el gobierno local.",http://filadelfia-caldas.gov.co/apc-aa-files/36326138383365343565616234666261/escudo.png,
Alcaldía Municipal de Filandia en Quindío,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,63272,,5748442330,,,5767582195,http://www.filandia-quindio.gov.co,Calle 6 # 6 - 04 Piso 1 y 2,QUINDÍO,FILANDIA,,1.683061,-77.072933,"El Municipio de Filandia - Quindío, desarrolla con arreglo a los postulados que rigen la función administrativa, políticas que permitan el fortalecimiento de todas las instituciones, en aras de lograr un desarrollo equitativo y sostenido de todas las comunidades que lo conforman, con respecto a sus condiciones económicas, físicas, ambientales, culturales y de bienestar social.",http://filandia-quindio.gov.co/apc-aa-files/39323063616134653363386338396564/logosfilandia1.png,
Alcaldía Municipal de Firavitoba en Boyacá,4, ,Ejecutiva,Alcaldía,Descentralizado,Territorial,Municipal,No aplica,Código DANE,15272,,5775642178,,,5787770042,http://www.firavitoba-boyaca.gov.co,Calle 7 # 4 - 35,BOYACÁ,FIRAVITOBA,,5.859857,-72.919238,"Nuestra alcaldia busca Generar progreso y prosperidad para todos con eficiencia y calidad en educación, cultura, deporte, infraestructura, turismo, salud, servicios públicos y población vulnerable, contribuyendo a la recuperación y reconstrucción de su entorno físico y económico, su tejido social y político, buscando favorecer el desarrollo social e integral de todos los Firavitobenses.",http://firavitoba-boyaca.gov.co/apc-aa-files/37303665373365323162343730633964/clip_image002.gif,
